log_annual_credit,log_annual_debit,net_savings_ratio,monthly_burn_rate,salary_inflow_ratio,monthly_credit_cv,salary_regularity_score,bonus_lump_sum_ratio,investment_ratio,fixed_obligation_ratio,discretionary_ratio,tax_shield_ratio,upi_velocity_index,micro_spend_density,log_avg_ticket_size,capital_gains_flux,user_id,true_annual_income,tax_slab_class,behavior_cluster
12.3249,11.3082,0.6382,0.3618,0.8794,0.0428,1.0,0.1657,0.4297,0.2375,0.1881,0.1629,0.4942,0.0641,6.4606,0.0963,7042,216000.0,0,0
13.9185,13.7351,0.1676,0.8324,0.8568,0.1296,0.92,0.0681,0.0361,0.4679,0.3912,0.034,0.7774,0.1114,8.6466,0.0,7043,1080000.0,2,2
12.5461,12.3076,0.2122,0.7878,0.9248,0.0305,1.0,0.1197,0.2358,0.3094,0.329,0.0824,0.7576,0.0696,6.6629,0.0181,7044,270000.0,0,1
14.2999,14.1728,0.1194,0.8806,0.9123,0.159,0.92,0.0809,0.082,0.3483,0.5203,0.0245,0.779,0.2206,8.6639,0.0,7045,1620000.0,3,2
13.1513,12.6435,0.3982,0.6018,0.9667,0.0509,1.0,0.056,0.1907,0.3999,0.2923,0.0626,0.8387,0.1062,7.1288,0.0078,7046,520000.0,1,1
14.3798,14.4153,-0.0362,1.0362,0.7157,0.1158,0.83,0.0521,0.0263,0.4639,0.5425,0.0118,0.7858,0.1663,8.6078,0.0,7047,1710000.0,4,2
13.8423,13.4627,0.3158,0.6842,0.6878,0.3168,0.92,0.0,0.0663,0.1776,0.3371,0.0308,0.9045,0.2047,7.8507,0.0,7048,1000000.0,2,3
13.1418,12.6627,0.3806,0.6194,0.9048,0.084,1.0,0.0628,0.3517,0.2447,0.1757,0.0982,0.6425,0.0403,7.3017,0.033,7049,504000.0,1,0
14.0565,13.5744,0.3825,0.6175,0.9683,0.0649,1.0,0.0818,0.2194,0.4345,0.3307,0.0613,0.7299,0.0499,8.0135,0.0426,7050,1279200.0,3,1
13.2856,12.557,0.5174,0.4826,0.8908,0.0528,1.0,0.1855,0.3268,0.2203,0.1982,0.167,0.5259,0.022,7.2635,0.1113,7051,600000.0,1,0
13.7212,13.2277,0.3895,0.6105,0.9685,0.0627,1.0,0.1086,0.4257,0.2341,0.1668,0.1375,0.5264,0.0286,8.2632,0.0908,7052,900000.0,2,0
13.4874,13.3217,0.1527,0.8473,0.708,0.1901,0.92,0.0234,0.0665,0.3174,0.4108,0.0078,0.7528,0.2444,8.2045,0.0,7053,720000.0,1,2
13.0648,12.4891,0.4377,0.5623,0.9495,0.0621,1.0,0.131,0.3774,0.2257,0.1962,0.1043,0.4652,0.0765,7.3746,0.1027,7054,480000.0,1,0
13.3465,12.3021,0.6481,0.3519,0.8862,0.1113,1.0,0.0731,0.4083,0.3482,0.2129,0.1758,0.4037,0.0428,7.675,0.1078,7055,600000.0,1,0
13.18,13.1785,0.0015,0.9985,0.9136,0.212,0.92,0.0218,0.0637,0.3446,0.4154,0.0057,0.7838,0.1418,7.7815,0.0,7056,520000.0,1,2
12.9745,12.6976,0.2419,0.7581,0.853,0.0943,1.0,0.0687,0.1938,0.4312,0.3217,0.1155,0.6601,0.1156,7.0771,0.0128,7057,421200.0,0,1
12.6503,12.4955,0.1434,0.8566,0.8928,0.2533,0.58,0.0,0.1023,0.2501,0.2894,0.0272,0.876,0.1584,6.7039,0.0,7058,300000.0,0,3
13.3343,13.0477,0.2492,0.7508,0.8595,0.059,1.0,0.0763,0.1274,0.42,0.3023,0.1104,0.6399,0.094,7.373,0.0125,7059,600000.0,1,1
14.0967,13.8787,0.1959,0.8041,0.8613,0.2397,0.58,0.0,0.0957,0.2962,0.3655,0.0282,0.9734,0.1533,8.3208,0.0,7060,1300000.0,3,3
12.213,12.1619,0.0498,0.9502,0.8967,0.0801,1.0,0.0458,0.0646,0.3583,0.4308,0.001,0.9404,0.2315,6.6134,0.0,7061,200000.0,0,2
13.8748,13.6349,0.2133,0.7867,0.9193,0.0607,1.0,0.1349,0.2226,0.3089,0.3289,0.0517,0.7576,0.0884,7.9859,0.0351,7062,1080000.0,2,1
12.6381,11.6027,0.6449,0.3551,0.9402,0.1466,1.0,0.1849,0.2579,0.2299,0.2022,0.1193,0.5771,0.06,6.5606,0.07,7063,300000.0,0,0
12.9518,12.5115,0.3561,0.6439,0.9186,0.1316,1.0,0.1592,0.4084,0.2142,0.2131,0.1106,0.5374,0.0458,7.051,0.0442,7064,420000.0,0,0
12.2112,11.4912,0.5133,0.4867,0.8845,0.0624,1.0,0.0883,0.4034,0.2546,0.1793,0.1596,0.5241,0.0657,6.2112,0.0484,7065,200000.0,0,0
12.2087,11.5024,0.5065,0.4935,0.9647,0.1079,1.0,0.1162,0.2513,0.275,0.1427,0.0846,0.674,0.0383,6.0803,0.1401,7066,200000.0,0,0
12.7761,12.3397,0.3537,0.6463,0.8498,0.093,1.0,0.1948,0.2608,0.301,0.1252,0.1338,0.6997,0.0614,7.2391,0.0651,7067,360000.0,0,0
13.06,12.66,0.3297,0.6703,0.9381,0.0706,1.0,0.1473,0.1314,0.4319,0.2149,0.076,0.712,0.0664,7.2064,0.0151,7068,468000.0,0,1
13.1997,12.7959,0.3322,0.6678,0.9343,0.0222,1.0,0.0983,0.2394,0.3083,0.211,0.1082,0.7915,0.0485,7.3199,0.042,7069,540000.0,1,1
12.2155,11.6881,0.4099,0.5901,0.8461,0.116,1.0,0.0939,0.2934,0.2567,0.2129,0.1341,0.4656,0.0295,6.2265,0.0587,7070,200000.0,0,0
13.7433,13.2672,0.3788,0.6212,0.9737,0.0332,1.0,0.0548,0.2018,0.3487,0.2942,0.1172,0.804,0.1038,7.8839,0.0459,7071,900000.0,2,1
13.4792,13.0237,0.3659,0.6341,0.9228,0.0528,1.0,0.0844,0.1636,0.4258,0.2582,0.0864,0.6666,0.0759,8.0446,0.0061,7072,700000.0,1,1
12.6461,12.66,-0.014,1.014,0.8929,0.2272,1.0,0.0776,0.0052,0.4658,0.5616,0.0377,0.7603,0.2308,6.7763,0.0,7073,300000.0,0,2
12.2123,11.8016,0.3369,0.6631,0.8665,0.0325,1.0,0.0999,0.1596,0.421,0.2052,0.1076,0.7892,0.0589,6.1398,0.0246,7074,200000.0,0,1
12.3327,11.9427,0.3229,0.6771,0.9851,0.0302,1.0,0.1333,0.2103,0.3664,0.3493,0.1021,0.6057,0.0819,6.7094,0.0366,7075,218400.0,0,1
14.1635,14.0968,0.0645,0.9355,0.7902,0.1169,0.92,0.0305,0.0024,0.3207,0.4297,0.012,0.8752,0.2321,8.4229,0.0,7076,1440000.0,3,2
13.1311,13.0014,0.1217,0.8783,0.8521,0.103,0.83,0.0503,0.0416,0.301,0.5725,0.0127,0.941,0.1691,7.5376,0.0,7077,500000.0,1,2
14.4877,13.9874,0.3937,0.6063,0.9004,0.0374,1.0,0.0555,0.1892,0.3083,0.2132,0.0686,0.8314,0.0778,8.7596,0.0451,7078,1950000.0,4,1
12.9546,12.3494,0.454,0.546,0.8973,0.0643,1.0,0.1936,0.4462,0.3395,0.1314,0.1115,0.6177,0.054,6.8497,0.0814,7079,424800.0,0,0
13.2444,13.1193,0.1176,0.8824,0.8478,0.1888,0.92,0.0537,0.0385,0.316,0.5372,0.0204,0.8154,0.1325,7.5007,0.0,7080,540000.0,1,2
12.2441,11.6683,0.4378,0.5622,0.9779,0.1359,1.0,0.0515,0.3928,0.2931,0.1338,0.1357,0.525,0.0612,6.4464,0.0438,7081,200000.0,0,0
13.4056,12.444,0.6177,0.3823,0.9654,0.0764,1.0,0.1149,0.3802,0.2138,0.1862,0.169,0.4508,0.0777,7.4974,0.1254,7082,648000.0,1,0
13.0658,12.7978,0.2351,0.7649,0.9552,0.0415,1.0,0.1275,0.1633,0.4009,0.3396,0.119,0.6806,0.0646,7.3286,0.0419,7083,480000.0,1,1
13.8418,13.8296,0.0122,0.9878,0.7795,0.2425,1.0,0.0642,0.0585,0.3275,0.454,0.0067,0.9101,0.1956,8.4927,0.0,7084,1000000.0,2,2
14.09,13.6918,0.3285,0.6715,0.8724,0.0337,1.0,0.1408,0.1992,0.3322,0.2292,0.1138,0.7751,0.0964,8.0724,0.0199,7085,1260000.0,2,1
14.1024,13.6408,0.3697,0.6303,0.8048,0.0439,1.0,0.1499,0.4286,0.3489,0.1172,0.1085,0.5499,0.0421,8.0561,0.0751,7086,1350000.0,3,0
12.5969,12.3868,0.1894,0.8106,0.7507,0.1898,0.92,0.0,0.0717,0.2392,0.4399,0.0076,0.892,0.3006,6.855,0.0,7087,296400.0,0,3
13.5472,13.0693,0.3799,0.6201,0.9397,0.1219,1.0,0.09,0.3361,0.2415,0.1331,0.173,0.548,0.0573,7.4743,0.1222,7088,764400.0,1,0
13.5813,12.6415,0.6093,0.3907,0.9653,0.1166,1.0,0.1102,0.3278,0.2157,0.2009,0.0863,0.5336,0.0569,7.3995,0.0896,7089,800000.0,1,0
14.0166,13.7069,0.2664,0.7336,0.9373,0.0997,1.0,0.1107,0.1679,0.381,0.2594,0.0654,0.6733,0.0496,8.594,0.0074,7090,1200000.0,2,1
12.9929,12.6539,0.2875,0.7125,0.9412,0.0871,1.0,0.1008,0.1289,0.3661,0.2181,0.0942,0.8306,0.0923,7.4683,0.0077,7091,420000.0,0,1
12.66,12.1967,0.3708,0.6292,0.9128,0.0628,1.0,0.1257,0.1511,0.3781,0.3243,0.0948,0.6727,0.0851,7.2332,0.0068,7092,300000.0,0,1
14.2431,14.0564,0.1703,0.8297,0.8748,0.1879,1.0,0.0844,0.0409,0.3975,0.4408,0.0325,0.8528,0.1288,8.982,0.0,7093,1533600.0,3,2
12.1869,11.5982,0.4449,0.5551,0.9052,0.1328,1.0,0.0719,0.2905,0.2944,0.1062,0.1618,0.4481,0.0483,6.0416,0.1068,7094,200000.0,0,0
13.0587,12.9238,0.1262,0.8738,0.8044,0.1234,0.92,0.0504,0.0054,0.3331,0.4492,0.0282,0.8419,0.1957,7.5119,0.0,7095,450000.0,0,2
12.2533,12.0918,0.1491,0.8509,0.8611,0.2443,1.0,0.0589,0.0489,0.328,0.397,0.0036,0.8577,0.1368,6.9859,0.0,7096,200000.0,0,2
13.8948,13.2562,0.472,0.528,0.8916,0.1005,1.0,0.08,0.2795,0.2271,0.1345,0.1635,0.4604,0.0593,7.8965,0.129,7097,1100000.0,2,0
13.3103,13.2393,0.0685,0.9315,0.7186,0.1969,1.0,0.0225,0.0803,0.3779,0.4354,0.0491,0.919,0.2081,7.5952,0.0,7098,600000.0,1,2
12.9917,12.8359,0.1443,0.8557,0.7722,0.3998,0.75,0.0,0.0491,0.1622,0.3908,0.0259,0.9503,0.2922,7.2093,0.0,7099,444000.0,0,3
14.3664,13.3729,0.6297,0.3703,0.9501,0.1258,1.0,0.1805,0.2899,0.2543,0.1735,0.0999,0.6157,0.0572,8.6068,0.0485,7100,1700000.0,4,0
14.1412,14.0219,0.1125,0.8875,0.9329,0.0953,0.92,0.0592,0.0509,0.4416,0.4126,0.0072,0.9154,0.192,8.2952,0.0,7101,1400000.0,3,2
12.6519,12.0355,0.4601,0.5399,0.8331,0.0502,1.0,0.1011,0.3325,0.3164,0.1908,0.104,0.5772,0.0548,6.4963,0.0336,7102,300000.0,0,0
14.9508,14.5632,0.3213,0.6787,0.7506,0.3603,1.0,0.0,0.1144,0.3037,0.4035,0.0298,0.9717,0.2276,8.9721,0.0,7103,3100000.0,6,3
12.8161,12.5004,0.2707,0.7293,0.624,0.1501,0.58,0.0,0.1139,0.3188,0.339,0.0114,0.8677,0.1822,6.9229,0.0,7104,360000.0,0,3
13.8333,13.2634,0.4345,0.5655,0.9417,0.1418,1.0,0.0964,0.3898,0.2603,0.2114,0.1019,0.6047,0.0673,7.6964,0.1352,7105,1029600.0,2,0
13.2371,12.5107,0.5164,0.4836,0.847,0.1147,1.0,0.1812,0.4479,0.2069,0.1924,0.0825,0.4824,0.0566,7.5744,0.1457,7106,540000.0,1,0
12.8586,12.5401,0.2727,0.7273,0.8992,0.0443,1.0,0.0704,0.1284,0.3739,0.3469,0.0693,0.8375,0.0551,7.1433,0.0218,7107,388800.0,0,1
12.2184,12.1497,0.0664,0.9336,0.7573,0.1616,1.0,0.0791,0.0076,0.4957,0.3995,0.0453,0.9212,0.2136,6.6941,0.0,7108,200000.0,0,2
13.115,12.6729,0.3573,0.6427,0.9894,0.06,1.0,0.0579,0.1293,0.3899,0.2863,0.0611,0.822,0.0552,7.5554,0.0374,7109,504000.0,1,1
12.5528,12.4037,0.1385,0.8615,0.8558,0.1991,1.0,0.0244,0.0132,0.4754,0.4682,0.0018,0.9305,0.1125,6.5771,0.0,7110,280800.0,0,2
12.2545,12.0265,0.2039,0.7961,0.9499,0.0751,1.0,0.0943,0.1449,0.3915,0.2253,0.1134,0.7118,0.1024,6.6999,0.0094,7111,200000.0,0,1
12.2443,11.9148,0.2807,0.7193,0.8735,0.0921,1.0,0.0649,0.1389,0.3767,0.3129,0.1079,0.6899,0.0758,6.2871,0.0291,7112,200000.0,0,1
14.3176,14.0149,0.2612,0.7388,0.9344,0.0279,1.0,0.077,0.1486,0.3083,0.2409,0.0805,0.6614,0.0434,8.5904,0.0388,7113,1620000.0,3,1
12.6485,12.254,0.326,0.674,0.8514,0.0831,1.0,0.1364,0.2025,0.4176,0.2946,0.0607,0.8393,0.0976,6.9646,0.0413,7114,312000.0,0,1
12.6082,12.5963,0.0119,0.9881,0.8403,0.1461,0.83,0.0822,0.0715,0.4188,0.5894,0.0462,0.8976,0.1632,6.8066,0.0,7115,300000.0,0,2
13.0766,12.9551,0.1144,0.8856,0.7379,0.1518,0.83,0.0685,0.0489,0.3417,0.5008,0.0167,0.8893,0.2475,7.4679,0.0,7116,468000.0,0,2
13.9132,13.4833,0.3494,0.6506,0.9626,0.0331,1.0,0.1022,0.1514,0.4295,0.2528,0.0989,0.8003,0.0632,7.9143,0.0298,7117,1080000.0,2,1
14.6045,14.5786,0.0256,0.9744,0.7224,0.1748,1.0,0.0902,0.0242,0.3555,0.4888,0.0233,0.9244,0.1133,8.9463,0.0,7118,2160000.0,5,2
13.4936,12.6938,0.5506,0.4494,0.9464,0.0746,1.0,0.0971,0.3696,0.3052,0.1683,0.116,0.5292,0.0673,7.307,0.1466,7119,691200.0,1,0
12.4513,11.9894,0.37,0.63,0.9025,0.1393,1.0,0.1086,0.4469,0.2308,0.1028,0.1465,0.4412,0.0311,7.0438,0.1149,7120,249600.0,0,0
12.9172,12.9421,-0.0252,1.0252,0.7192,0.1683,0.83,0.0091,0.0622,0.4018,0.5813,0.0237,0.763,0.2495,7.542,0.0,7121,390000.0,0,2
12.636,12.5896,0.0453,0.9547,0.9176,0.2252,1.0,0.018,0.0532,0.3108,0.3812,0.0094,0.9216,0.1055,6.9259,0.0,7122,300000.0,0,2
12.5724,12.5429,0.0291,0.9709,0.7964,0.2068,0.92,0.0638,0.0566,0.4726,0.4813,0.0345,0.8345,0.1291,6.7516,0.0,7123,280800.0,0,2
12.6337,12.4008,0.2078,0.7922,0.9883,0.071,1.0,0.1492,0.2077,0.3064,0.2267,0.0803,0.6009,0.1021,6.6391,0.017,7124,300000.0,0,1
13.8753,13.2946,0.4405,0.5595,0.9425,0.0515,1.0,0.0908,0.2939,0.2017,0.183,0.1535,0.6742,0.0399,7.997,0.1363,7125,1080000.0,2,0
14.1185,13.7653,0.2976,0.7024,0.8644,0.0667,1.0,0.1295,0.2381,0.4086,0.2164,0.0599,0.6558,0.1154,8.1184,0.0447,7126,1300000.0,3,1
13.4683,12.7692,0.5029,0.4971,0.8772,0.1038,1.0,0.1089,0.2609,0.2076,0.1923,0.1145,0.4006,0.051,7.3346,0.1101,7127,712800.0,1,0
12.7416,12.3856,0.2995,0.7005,0.9103,0.0318,1.0,0.1479,0.1857,0.3324,0.2298,0.0888,0.8443,0.0437,7.3992,0.0022,7128,343200.0,0,1
13.9729,13.6843,0.2507,0.7493,0.9558,0.0567,1.0,0.0942,0.2262,0.3796,0.3208,0.0891,0.7053,0.0763,8.0189,0.0372,7129,1170000.0,2,1
13.2099,12.7832,0.3473,0.6527,0.8958,0.0806,1.0,0.1084,0.1809,0.3554,0.331,0.0655,0.7465,0.0742,7.546,0.0225,7130,540000.0,1,1
13.9981,13.7133,0.2479,0.7521,0.5953,0.2646,0.92,0.0,0.0237,0.2356,0.3387,0.031,0.9167,0.2107,8.3026,0.0,7131,1170000.0,2,3
13.9209,13.5732,0.2936,0.7064,0.9279,0.0516,1.0,0.1232,0.1933,0.4477,0.3129,0.0702,0.7384,0.0917,8.4926,0.0488,7132,1080000.0,2,1
12.8158,12.3493,0.3728,0.6272,0.9394,0.0699,1.0,0.0702,0.1237,0.3094,0.2801,0.0403,0.6553,0.0748,7.039,0.0383,7133,360000.0,0,1
13.1099,12.8219,0.2502,0.7498,0.9082,0.0343,1.0,0.0582,0.2028,0.3171,0.3288,0.1012,0.6988,0.0939,7.2266,0.0183,7134,500000.0,1,1
14.4033,14.2628,0.1311,0.8689,0.8031,0.251,0.75,0.0,0.1024,0.2173,0.34,0.0262,0.935,0.233,9.0794,0.0,7135,1800000.0,4,3
13.4422,12.9781,0.3713,0.6287,0.9396,0.0847,1.0,0.0724,0.2467,0.3431,0.2044,0.0571,0.7871,0.1042,7.7538,0.0462,7136,700000.0,1,1
12.3039,12.1184,0.1693,0.8307,0.7045,0.4038,1.0,0.0,0.0213,0.2249,0.392,0.0071,0.9673,0.2401,6.4457,0.0,7137,216000.0,0,3
13.4755,13.1819,0.2544,0.7456,0.9261,0.0245,1.0,0.0695,0.1852,0.39,0.2892,0.0733,0.6161,0.1145,7.5849,0.0276,7138,712800.0,1,1
13.2257,13.1546,0.0687,0.9313,0.8256,0.0802,0.83,0.0513,0.0501,0.3882,0.402,0.0417,0.8489,0.2378,7.8063,0.0,7139,530400.0,1,2
14.5479,14.0377,0.3996,0.6004,0.9509,0.0696,1.0,0.0522,0.1577,0.4218,0.3371,0.1162,0.6261,0.0775,8.5455,0.0197,7140,2080000.0,5,1
13.4766,13.0986,0.3148,0.6852,0.8806,0.0212,1.0,0.0626,0.1783,0.3093,0.2681,0.0853,0.728,0.0703,7.4341,0.0345,7141,700000.0,1,1
12.8824,12.4849,0.328,0.672,0.8364,0.4424,0.75,0.0,0.0418,0.1636,0.255,0.0029,0.9145,0.2161,6.9653,0.0,7142,390000.0,0,3
13.8555,13.9007,-0.0463,1.0463,0.7747,0.0862,1.0,0.008,0.0428,0.4969,0.5986,0.0387,0.8337,0.1691,8.1581,0.0,7143,1000000.0,2,2
12.2376,11.7406,0.3916,0.6084,0.9704,0.0763,1.0,0.0945,0.1258,0.4134,0.3465,0.0424,0.6082,0.0879,6.5399,0.0458,7144,200000.0,0,1
14.5809,14.243,0.2868,0.7132,0.9681,0.023,1.0,0.0584,0.221,0.4106,0.226,0.1025,0.7311,0.0599,8.7068,0.0467,7145,2095200.0,5,1
13.8849,12.9909,0.591,0.409,0.8415,0.0575,1.0,0.1051,0.2605,0.3451,0.1548,0.0827,0.6591,0.0244,8.1718,0.0424,7146,1080000.0,2,0
13.0444,12.3097,0.5204,0.4796,0.8057,0.1351,1.0,0.0716,0.2674,0.272,0.1546,0.1794,0.6803,0.0589,6.9636,0.0902,7147,450000.0,0,0
14.4925,14.493,-0.0005,1.0005,0.7699,0.192,1.0,0.0685,0.0729,0.3168,0.4535,0.0167,0.8902,0.1447,9.2668,0.0,7148,1900000.0,4,2
12.9248,12.5798,0.2917,0.7083,0.6109,0.2665,0.92,0.0,0.0331,0.1758,0.3121,0.0041,0.878,0.2344,7.1867,0.0,7149,400000.0,0,3
13.3062,13.1968,0.1036,0.8964,0.8415,0.2319,1.0,0.0276,0.0631,0.3524,0.4353,0.0436,0.8592,0.2471,7.6441,0.0,7150,608400.0,1,2
14.4398,14.1107,0.2804,0.7196,0.887,0.0637,1.0,0.1376,0.1442,0.4332,0.2469,0.0571,0.6034,0.102,9.0281,0.0396,7151,1800000.0,4,1
15.1025,14.8288,0.2395,0.7605,0.9569,0.0509,1.0,0.0712,0.1396,0.4376,0.3116,0.1149,0.8345,0.087,9.4535,0.0468,7152,3600000.0,6,1
14.4632,13.6046,0.5762,0.4238,0.928,0.0668,1.0,0.1967,0.3002,0.2025,0.1635,0.089,0.5764,0.0464,8.2332,0.0316,7153,1950000.0,4,0
13.2864,13.1281,0.1464,0.8536,0.799,0.1402,0.92,0.0193,0.0182,0.3311,0.5772,0.0471,0.8715,0.2045,7.5913,0.0,7154,600000.0,1,2
12.3367,12.2478,0.085,0.915,0.8692,0.1227,1.0,0.0344,0.0506,0.4849,0.5648,0.0254,0.8015,0.1548,6.8172,0.0,7155,228000.0,0,2
12.89,12.3164,0.4365,0.5635,0.8824,0.1398,1.0,0.0544,0.3516,0.2641,0.1391,0.1542,0.5199,0.0463,7.2292,0.1358,7156,390000.0,0,0
13.2406,13.0127,0.2038,0.7962,0.9882,0.069,1.0,0.0829,0.1459,0.371,0.2262,0.0599,0.6113,0.0781,7.3137,0.0291,7157,540000.0,1,1
13.0463,12.7756,0.2371,0.7629,0.9772,0.0766,1.0,0.0602,0.1904,0.3461,0.2208,0.0545,0.6387,0.1044,7.4872,0.0478,7158,450000.0,0,1
14.3993,13.981,0.3418,0.6582,0.9825,0.0515,1.0,0.0515,0.1573,0.3943,0.2786,0.1194,0.8005,0.0725,8.7694,0.0135,7159,1740000.0,4,1
12.2401,11.979,0.2298,0.7702,0.863,0.0395,1.0,0.0835,0.1769,0.4445,0.2131,0.0755,0.668,0.0806,6.9359,0.0391,7160,200000.0,0,1
13.9778,13.156,0.5604,0.4396,0.8536,0.1444,1.0,0.1261,0.2701,0.2536,0.1037,0.0966,0.4122,0.0471,7.7587,0.1203,7161,1152000.0,2,0
12.4886,12.4036,0.0814,0.9186,0.7316,0.2311,0.92,0.0449,0.0849,0.3628,0.4044,0.0074,0.7889,0.1906,6.7428,0.0,7162,270000.0,0,2
12.5429,12.2699,0.239,0.761,0.9853,0.029,1.0,0.1239,0.2045,0.3797,0.2551,0.0746,0.6468,0.083,6.6438,0.0489,7163,270000.0,0,1
13.9494,13.4897,0.3686,0.6314,0.9416,0.0985,1.0,0.1758,0.3297,0.2315,0.1782,0.0898,0.5119,0.0284,8.4434,0.1073,7164,1100000.0,2,0
12.8263,12.6403,0.1698,0.8302,0.7452,0.3726,0.92,0.0,0.038,0.339,0.266,0.0185,0.8778,0.2886,6.9527,0.0,7165,360000.0,0,3
12.6418,12.6627,-0.0211,1.0211,0.8875,0.0833,0.83,0.0202,0.0367,0.4192,0.482,0.0026,0.9093,0.1009,6.9709,0.0,7166,300000.0,0,2
13.396,12.9817,0.3392,0.6608,0.9441,0.0451,1.0,0.0967,0.2295,0.3962,0.2869,0.0739,0.7449,0.0667,7.7762,0.0309,7167,660000.0,1,1
13.7043,13.5256,0.1636,0.8364,0.8295,0.2325,0.92,0.083,0.0053,0.4082,0.4241,0.0084,0.8627,0.1148,7.9933,0.0,7168,910000.0,2,2
14.0592,14.0317,0.0271,0.9729,0.8069,0.0874,0.83,0.0925,0.0713,0.3256,0.4958,0.018,0.7801,0.2249,8.5683,0.0,7169,1300000.0,3,2
13.4671,13.1236,0.2908,0.7092,0.6555,0.3129,1.0,0.0,0.0504,0.2967,0.2558,0.0323,0.8842,0.1762,8.0121,0.0,7170,720000.0,1,3
13.1488,12.6514,0.3919,0.6081,0.9082,0.0544,1.0,0.0819,0.1534,0.324,0.3312,0.0415,0.6565,0.0585,7.4399,0.0334,7171,520000.0,1,1
13.2952,12.9205,0.3125,0.6875,0.8607,0.0317,1.0,0.1155,0.1358,0.3659,0.2005,0.096,0.7981,0.0731,7.7842,0.0347,7172,600000.0,1,1
13.7807,13.6311,0.1389,0.8611,0.7803,0.1643,0.83,0.025,0.0274,0.3685,0.4283,0.0373,0.8088,0.1107,8.4123,0.0,7173,984000.0,2,2
12.6216,11.5823,0.6463,0.3537,0.9195,0.0445,1.0,0.1176,0.3487,0.3336,0.1688,0.1693,0.4282,0.0659,6.5054,0.1089,7174,300000.0,0,0
13.3322,12.9707,0.3034,0.6966,0.9716,0.0947,1.0,0.1235,0.151,0.3517,0.2538,0.1112,0.744,0.0875,7.9746,0.0246,7175,590400.0,1,1
13.7204,13.3899,0.2815,0.7185,0.9705,0.0842,1.0,0.0673,0.1781,0.3996,0.2271,0.063,0.7428,0.0687,7.9501,0.0318,7176,900000.0,2,1
13.1918,12.9088,0.2465,0.7535,0.9895,0.0308,1.0,0.0804,0.1961,0.3624,0.335,0.0428,0.7578,0.0638,7.6613,0.0255,7177,530400.0,1,1
12.8851,12.1545,0.5184,0.4816,0.8285,0.1217,1.0,0.0803,0.3429,0.2041,0.159,0.1536,0.5451,0.0658,6.9863,0.0393,7178,390000.0,0,0
14.6064,14.4555,0.1401,0.8599,0.5384,0.1587,1.0,0.0,0.0927,0.2956,0.3403,0.0226,0.9377,0.323,8.9304,0.0,7179,2138400.0,5,3
13.4452,13.3055,0.1304,0.8696,0.621,0.2013,0.92,0.0,0.0552,0.272,0.4473,0.0162,0.9252,0.1528,7.8791,0.0,7180,700000.0,1,3
14.2208,13.7364,0.3839,0.6161,0.9307,0.0526,1.0,0.1169,0.2217,0.4053,0.2775,0.1014,0.7235,0.0924,8.582,0.028,7181,1430000.0,3,1
13.8629,13.4572,0.3335,0.6665,0.7108,0.3179,0.92,0.0,0.0302,0.348,0.4337,0.0342,0.8572,0.2038,7.7976,0.0,7182,1000000.0,2,3
12.6277,12.4578,0.1562,0.8438,0.762,0.0892,0.92,0.0279,0.0126,0.4596,0.5428,0.0341,0.7769,0.1067,7.1581,0.0,7183,300000.0,0,2
13.6588,13.1646,0.39,0.61,0.9442,0.0798,1.0,0.0677,0.1614,0.4349,0.2798,0.0477,0.6408,0.0736,7.8291,0.0074,7184,831600.0,1,1
13.867,13.4244,0.3577,0.6423,0.9687,0.0983,1.0,0.0745,0.4136,0.2698,0.1481,0.1345,0.4314,0.0483,7.9196,0.1471,7185,1040000.0,2,0
12.768,12.5212,0.2187,0.7813,0.8962,0.0602,1.0,0.0697,0.1628,0.4303,0.3071,0.1186,0.7058,0.079,6.7435,0.0071,7186,345600.0,0,1
13.8859,13.572,0.2694,0.7306,0.8885,0.4254,0.58,0.0,0.0356,0.2473,0.409,0.0307,0.8522,0.3055,8.0638,0.0,7187,1076400.0,2,3
12.7749,12.3851,0.3228,0.6772,0.9894,0.0301,1.0,0.1058,0.228,0.3806,0.266,0.0897,0.6678,0.1147,6.768,0.0497,7188,360000.0,0,1
13.818,13.8242,-0.0062,1.0062,0.859,0.1199,0.92,0.0861,0.0757,0.4616,0.4385,0.0006,0.8116,0.1458,8.3795,0.0,7189,1000000.0,2,2
15.1468,15.17,-0.0235,1.0235,0.7376,0.0889,1.0,0.0565,0.0923,0.4322,0.4166,0.0013,0.8723,0.1598,9.3727,0.0,7190,3780000.0,6,2
13.7534,12.7605,0.6295,0.3705,0.9532,0.1009,1.0,0.0803,0.2854,0.3068,0.2088,0.113,0.4913,0.0639,7.7559,0.0737,7191,900000.0,2,0
13.9983,13.9705,0.0274,0.9726,0.8281,0.2459,0.83,0.03,0.0681,0.4054,0.5795,0.0125,0.8542,0.1138,8.5347,0.0,7192,1170000.0,2,2
13.5757,13.0668,0.3988,0.6012,0.9503,0.0682,1.0,0.0717,0.1784,0.3258,0.2105,0.0785,0.6729,0.0876,7.4956,0.0272,7193,780000.0,1,1
13.561,13.5541,0.0069,0.9931,0.786,0.084,0.83,0.0815,0.0862,0.423,0.5905,0.0098,0.8459,0.2416,8.1133,0.0,7194,780000.0,1,2
13.9045,13.7831,0.1143,0.8857,0.795,0.3372,0.58,0.0,0.0435,0.2797,0.4023,0.0141,0.9532,0.2086,8.1143,0.0,7195,1080000.0,2,3
